index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,cast,director
1137,40000000,Action Comedy Crime,http://www.oneforthemoneyfilm.com/index2.html,54054,bounty hunter based on novel romance framed bail jumper,en,One for the Money,19.438503,26-01-2012,36893721,91,Released,One for the Money,5.3,388,Katherine Heigl Jason O'Mara Daniel Sunjata John Leguizamo Sherri Shepherd,Julie Anne Robinson
1138,44000000,Action Comedy,,228967,cia coup d'etat north korea assassination attempt evil dictator,en,The Interview,74.168016,25-12-2014,12342632,112,Released,The Interview,6.1,2304,James Franco Seth Rogen Lizzy Caplan Randall Park Diana Bang,Seth Rogen
1139,42000000,Adventure Fantasy Action Western Thriller,http://www.iamrogue.com/thewarriorsway,46528,assassin small town forest revenge deception,en,The Warrior's Way,7.349497,02-12-2010,11087569,100,Released,The Warrior's Way,6.3,136,Kate Bosworth Jang Dong-gun Geoffrey Rush Danny Huston Ti Lung,Sngmoo Lee
1140,33000000,Action Comedy Crime,,27936,unemployment contortionist human cannonball,fr,Micmacs à tire-larigot,7.663515,28-10-2009,14000000,100,Released,Micmacs,6.8,148,Dany Boon Dominique Pinon Andr\u00e9 Dussollier Jean-Pierre Marielle Julie Ferrier,Jean-Pierre Jeunet
1141,41000000,Drama,http://movies.uip.de/8mile/,65,individual street gang adolescence rap music hip-hop,en,8 Mile,32.798571,08-11-2002,215000000,110,Released,8 Mile,6.8,1626,Eminem Mekhi Phifer Brittany Murphy Kim Basinger Michael Shannon,Curtis Hanson
1142,0,Adventure Comedy Animation,http://pourquoijaipasmangemonpere.com/,280391,animation evolution humanity,fr,Pourquoi j'ai pas mangé mon père,5.794466,08-04-2015,0,100,Released,Why I Did (Not) Eat My Father,5.3,125,Jamel Debbouze Ari\u00e9 Elmaleh M\u00e9lissa Theuriau Patrice Thibaud Christian Hecq,Jamel Debbouze
1143,65000000,Adventure Drama Romance Action,,9476,poetry knight tournament duel torture,en,A Knight's Tale,36.670399,11-05-2001,117487473,132,Released,A Knight's Tale,6.6,907,Heath Ledger Rufus Sewell Shannyn Sossamon Paul Bettany Laura Fraser,Brian Helgeland
1144,41000000,Thriller Fantasy Action Comedy,,10610,detective medallion leather jacket wretch fighter,en,The Medallion,14.653718,15-08-2003,0,88,Released,The Medallion,5.3,281,Jackie Chan Lee Evans Claire Forlani Julian Sands John Rhys-Davies,Gordon Chan
1145,40000000,Mystery Thriller Drama,,745,child abuse sense of guilt loss of child confidence psychology,en,The Sixth Sense,73.085576,06-08-1999,672806292,107,Released,The Sixth Sense,7.7,3147,Bruce Willis Toni Collette Olivia Williams Haley Joel Osment Donnie Wahlberg,M. Night Shyamalan
1146,42000000,Action Thriller Crime,http://www.manonaledge.com/,49527,deception new york city rooftop diamond heist framed for a crime,en,Man on a Ledge,34.041407,13-01-2012,46221189,102,Released,Man on a Ledge,6.2,925,Sam Worthington Elizabeth Banks Jamie Bell Ed Harris Edward Burns,Asger Leth
1147,41000000,Comedy,,73937,helicopter based on novel honeymoon airplane birding,en,The Big Year,9.419726,13-10-2011,7448385,100,Released,The Big Year,5.6,248,Owen Wilson Steve Martin Jack Black Rashida Jones Jim Parsons,David Frankel
1148,8000000,Drama,,1885,flat taskmaster karate egg kids and family,en,The Karate Kid,28.456572,22-06-1984,90815558,126,Released,The Karate Kid,6.9,891,Ralph Macchio Pat Morita William Zabka Martin Kove Chad McQueen,John G. Avildsen
1149,40000000,Drama Crime,http://www.americanhustle-movie.com/,168672,con artist scam mobster fbi agent,en,American Hustle,49.664128,12-12-2013,251171807,138,Released,American Hustle,6.8,2807,Christian Bale Bradley Cooper Amy Adams Jeremy Renner Jennifer Lawrence,David O. Russell
1150,40000000,Comedy Romance Drama,http://www.myspace.com/proposalmovie,18240,fictitious marriage deportation immigration law romantic comedy alaska,en,The Proposal,36.238968,01-06-2009,317375031,108,Released,The Proposal,6.7,1804,Sandra Bullock Ryan Reynolds Mary Steenburgen Craig T. Nelson Betty White,Anne Fletcher
1151,70000000,Crime Drama Mystery Thriller,,10398,prison sailboat sailing trip new orleans women's prison,en,Double Jeopardy,19.439386,24-09-1999,177841558,105,Released,Double Jeopardy,6.2,278,Tommy Lee Jones Ashley Judd Bruce Greenwood Annabeth Gish Benjamin Weir,Bruce Beresford
1152,40000000,Adventure Comedy Family Science Fiction,http://www.backtothefuture.com/movies/backtothefuture2,165,skateboarding flying car car race delorean lightning,en,Back to the Future Part II,43.345252,20-11-1989,332000000,108,Released,Back to the Future Part II,7.4,3829,Michael J. Fox Christopher Lloyd Lea Thompson Elisabeth Shue James Tolkan,Robert Zemeckis
1153,40000000,Action Science Fiction,http://lucymovie.com/,240832,artificial intelligence telepathy intelligence drug mule telekinesis,en,Lucy,115.241998,14-07-2014,126546825,89,Released,Lucy,6.3,5878,Scarlett Johansson Morgan Freeman Choi Min-sik Amr Waked Julian Rhind-Tutt,Luc Besson
1154,40000000,Drama Romance Thriller,https://www.facebook.com/fiftyshadesofgreymovie,216015,based on novel perversion spanking billionaire bdsm,en,Fifty Shades of Grey,98.755657,11-02-2015,571006128,125,Released,Fifty Shades of Grey,5.2,3254,Dakota Johnson Jamie Dornan Jennifer Ehle Eloise Mumford Victor Rasuk,Sam Taylor-Johnson
1155,38000000,Action Adventure Comedy Family Science Fiction,,12279,video game intelligence liberation child hero mission,en,Spy Kids 3-D: Game Over,21.998734,25-07-2003,197011982,84,Released,Spy Kids 3-D: Game Over,4.7,511,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Sylvester Stallone,Robert Rodriguez
1156,40000000,Crime Drama Thriller,,1645,ku klux klan rape mississippi jurors blackmail,en,A Time to Kill,25.219805,24-07-1996,152266007,149,Released,A Time to Kill,7,509,Matthew McConaughey Sandra Bullock Samuel L. Jackson Kevin Spacey Oliver Platt,Joel Schumacher
1157,40000000,Comedy,,11007,big family new job aspiring actor smart kid,en,Cheaper by the Dozen,26.516624,24-12-2003,190212113,98,Released,Cheaper by the Dozen,6,699,Steve Martin Bonnie Hunt Piper Perabo Tom Welling Hilary Duff,Shawn Levy
1158,40000000,Action Drama Thriller War,http://www.lonesurvivorfilm.com/,193756,war survival navy seal military dangerous mission,en,Lone Survivor,37.084384,24-12-2013,149295601,121,Released,Lone Survivor,7.4,1526,Mark Wahlberg Taylor Kitsch Emile Hirsch Ben Foster Yousuf Azami,Peter Berg
1159,40000000,Comedy,,11287,baseball world war ii sport baseball player female athlete,en,A League of Their Own,21.661028,01-07-1992,107458785,128,Released,A League of Their Own,6.7,354,Tom Hanks Geena Davis Madonna Lori Petty Jon Lovitz,Penny Marshall
1160,40000000,Horror,http://www.warnerbros.com/conjuring-2,259693,london england england 1970s spirit single mother,en,The Conjuring 2,68.794673,13-05-2016,320170008,134,Released,The Conjuring 2,7,1949,Patrick Wilson Vera Farmiga Madison Wolfe Frances O'Connor Lauren Esposito,James Wan
1161,40000000,Drama,http://www.thesocialnetwork-movie.com/,37799,hacker hacking creator frat party social network,en,The Social Network,69.27822,30-09-2010,224920315,120,Released,The Social Network,7.1,3391,Jesse Eisenberg Andrew Garfield Justin Timberlake Armie Hammer Max Minghella,David Fincher
1162,40000000,Comedy Romance Drama,http://www.hesjustnotthatintoyoumovie.com/,10184,relationship ensemble cast duringcreditsstinger,en,He's Just Not That Into You,26.253357,06-02-2009,177259441,129,Released,He's Just Not That Into You,6.2,959,Ben Affleck Jennifer Aniston Drew Barrymore Jennifer Connelly Kevin Connolly,Ken Kwapis
1163,45000000,Comedy,,4257,haunted house alien life-form riesen-ipod,en,Scary Movie 4,32.549282,13-04-2006,178262620,83,Released,Scary Movie 4,5.3,750,Anna Faris Regina Hall Craig Bierko Bill Pullman Anthony Anderson,David Zucker
1164,40000000,Horror Mystery,,4234,mask metal detector film director ex-cop reporter,en,Scream 3,24.992057,03-02-2000,161834276,116,Released,Scream 3,5.7,736,David Arquette Neve Campbell Courteney Cox Patrick Dempsey Scott Foley,Wes Craven
1165,40000000,Adventure Comedy Family Science Fiction,http://www.backtothefuture.com/movies/backtothefuture3,196,railroad robber california delorean indian territory sports car,en,Back to the Future Part III,45.769562,25-05-1990,244527583,118,Released,Back to the Future Part III,7.1,2900,Michael J. Fox Christopher Lloyd Mary Steenburgen Thomas F. Wilson Lea Thompson,Robert Zemeckis
1166,40000000,Comedy,,257091,prison training framed embezzlement,en,Get Hard,36.301202,26-03-2015,111811453,100,Released,Get Hard,5.9,944,Will Ferrell Kevin Hart Alison Brie Craig T. Nelson T.I.,Etan Cohen
1167,40000000,Romance Horror,,6114,adultery maze vampire bite remake,en,Dracula,45.022964,13-11-1992,215862692,128,Released,Dracula,7.1,1056,Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves Richard E. Grant,Francis Ford Coppola
1168,40000000,Romance Drama,http://www.julieandjulia.com/,24803,cooking book cookbook blog recipe,en,Julie & Julia,22.853006,06-08-2009,129540499,123,Released,Julie & Julia,6.6,560,Meryl Streep Amy Adams Stanley Tucci Chris Messina Linda Emond,Nora Ephron
1169,40000000,Drama,,109410,baseball biography sport brooklyn dodgers,en,42,31.884559,12-04-2013,95020213,128,Released,42,6.8,787,Chadwick Boseman T.R. Knight Harrison Ford Nicole Beharie Christopher Meloni,Brian Helgeland
1170,40000000,Thriller Crime Drama,http://www.miramax.com/movie/the-talented-mr-ripley/,1213,venice italy gay new york lovesickness,en,The Talented Mr. Ripley,31.385257,25-12-1999,128798265,139,Released,The Talented Mr. Ripley,7,767,Matt Damon Gwyneth Paltrow Jude Law Cate Blanchett Philip Seymour Hoffman,Anthony Minghella
1171,40000000,Comedy,,100042,friendship sequel road movie buddy comedy,en,Dumb and Dumber To,67.767785,12-11-2014,169837010,110,Released,Dumb and Dumber To,5.4,1127,Jim Carrey Jeff Daniels Rachel Melvin Kathleen Turner Brady Bluhm,Bobby Farrelly
1172,40000000,Adventure Drama Family,,9036,expedition pilot survival sled dogs seal,en,Eight Below,24.287306,17-02-2006,120455994,120,Released,Eight Below,6.7,542,Paul Walker Bruce Greenwood Moon Bloodgood Jason Biggs Gerard Plunkett,Frank Marshall
1173,35000000,Comedy,http://www.theinternmovie.com/,257211,intern woman director,en,The Intern,53.114573,24-09-2015,194564672,121,Released,The Intern,7.1,1881,Robert De Niro Anne Hathaway Rene Russo Anders Holm JoJo Kushner,Nancy Meyers
1174,40000000,Action Comedy,http://www.ridealong.com/,323675,police sequel police officer brother-in-law brother-in-law relationship black men,en,Ride Along 2,25.136082,14-01-2016,124827316,102,Released,Ride Along 2,6.1,555,Kevin Hart Ice Cube Olivia Munn Tika Sumpter Ken Jeong,Tim Story
1175,40000000,Action Adventure Drama History Romance,,9361,secret love mohawk native american 18th century french and indian war,en,The Last of the Mohicans,37.776566,25-09-1992,75505856,112,Released,The Last of the Mohicans,7.1,732,Daniel Day-Lewis Madeleine Stowe Russell Means Eric Schweig Jodhi May,Michael Mann
1176,40000000,Drama Music,,1677,black people soul country music loss of brother 1970s,en,Ray,21.743321,29-10-2004,124731534,152,Released,Ray,7.2,467,Jamie Foxx Kerry Washington Regina King Harry Lennix Clifton Powell,Taylor Hackford
1177,40000000,Action Thriller Crime,http://www.miramax.com/movie/sin-city/,187,dystopia based on comic book held captive based on graphic novel black and white and color,en,Sin City,66.003433,01-04-2005,158733820,124,Released,Sin City,7.2,2691,Jessica Alba Devon Aoki Clive Owen Rosario Dawson Mickey Rourke,Robert Rodriguez
1178,40000000,Drama Action Thriller Crime,http://www.vantagepoint-movie.com/index.php,7461,bomb terror spain usa president terrorist,en,Vantage Point,24.862767,01-02-2008,151161491,90,Released,Vantage Point,6.2,716,Dennis Quaid Matthew Fox Forest Whitaker Sigourney Weaver William Hurt,Pete Travis
1179,41000000,Comedy,http://www.iloveyouman.com/,16538,poker bondage duringcreditsstinger,en,"I Love You, Man",25.391899,20-03-2009,91636986,105,Released,"I Love You, Man",6.5,515,Paul Rudd Jason Segel Rashida Jones Andy Samberg J.K. Simmons,John Hamburg
1180,40000000,Comedy Romance,,9889,overweight beauty hypnosis overweight man overweight woman,en,Shallow Hal,29.854773,01-11-2001,141069860,114,Released,Shallow Hal,5.7,731,Gwyneth Paltrow Jack Black Jason Alexander Joe Viterelli Bruce McGill,Bobby Farrelly
1181,40000000,Drama Thriller History,,820,assassination cia homophobia new orleans vietnam war,en,JFK,26.82041,20-12-1991,205405498,189,Released,JFK,7.5,502,Kevin Costner Tommy Lee Jones Gary Oldman Kevin Bacon Michael Rooker,Oliver Stone
1182,40000000,Comedy Crime,,11565,undercover nanny computer virus stress undercover agent,en,Big Momma's House 2,17.61292,26-01-2006,138259062,99,Released,Big Momma's House 2,5.4,371,Martin Lawrence Nia Long Emily Procter Zachary Levi Mark Moses,John Whitesell
1183,57000000,Action Comedy Crime Romance,,6073,kidnapping pistol,en,The Mexican,21.021809,01-03-2001,147845033,123,Released,The Mexican,5.8,441,Brad Pitt Julia Roberts James Gandolfini J.K. Simmons Gene Hackman,Gore Verbinski
1184,20000000,Comedy,http://www.17againmovie.com/,16996,high school bullying high school sports fake identity adult as a child,en,17 Again,52.571674,11-03-2009,136267476,102,Released,17 Again,6.1,1350,Zac Efron Leslie Mann Matthew Perry Tyler Steelman Allison Miller,Burr Steers
1185,40000000,Comedy Romance,,193610,infidelity revenge unfaithful boyfriend woman sitting on a toilet,en,The Other Woman,34.519636,16-04-2014,196781193,109,Released,The Other Woman,6.2,1437,Cameron Diaz Leslie Mann Kate Upton Don Johnson Nikolaj Coster-Waldau,Nick Cassavetes
1186,40000000,Horror Mystery,http://www.TheFinalDestinationMovie.com/,19912,car race dying and death plan stock-car-race car crash,en,The Final Destination,32.478077,26-08-2009,186167139,82,Released,The Final Destination,5.4,831,Bobby Campo Shantel VanSanten Nick Zano Haley Webb Krista Allen,David R. Ellis
1187,40000000,Thriller Drama,,296098,spy cia cold war soviet union pilot,en,Bridge of Spies,48.445978,15-10-2015,165478348,141,Released,Bridge of Spies,7.2,2583,Tom Hanks Mark Rylance Amy Ryan Alan Alda Sebastian Koch,Steven Spielberg
1188,40000000,Action Drama Thriller War,,8007,helicopter war crimes sniper bosnia and herzegovina fighter pilot,en,Behind Enemy Lines,24.012986,17-11-2001,91753202,106,Released,Behind Enemy Lines,6,457,Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield David Keith,John Moore
1189,40000000,Comedy,http://www.gethimtothegreek.net/,32823,aftercreditsstinger,en,Get Him to the Greek,17.869443,04-06-2010,90029656,109,Released,Get Him to the Greek,5.9,612,Jonah Hill Russell Brand Rose Byrne Elisabeth Moss Colm Meaney,Nicholas Stoller
1190,50000000,Drama Romance Comedy,http://www.miramax.com/shallwedance/,4380,jealousy wife husband relationship dancing master,en,Shall We Dance?,14.231899,15-10-2004,170128460,107,Released,Shall We Dance?,5.9,297,Richard Gere Jennifer Lopez Susan Sarandon Lisa Ann Walter Stanley Tucci,Peter Chelsom
1191,40000000,Comedy Adventure Fantasy Science Fiction Action,,11551,defense industry toy shop technical toy soldier prototype,en,Small Soldiers,23.088571,10-07-1998,54682547,110,Released,Small Soldiers,6.2,511,Gregory Smith Kirsten Dunst Denis Leary Phil Hartman David Cross,Joe Dante
1192,40000000,Action Adventure Fantasy Horror Science Fiction,,10336,anti hero secret agent fistfight based on comic book burn victim,en,Spawn,19.833664,31-07-1997,87840042,96,Released,Spawn,5,336,Michael Jai White Martin Sheen John Leguizamo Theresa Randle Nicol Williamson,Mark A.Z. Dipp\u00e9
1193,35000000,Action Adventure Drama Thriller,,11362,loss of lover lover (female) ex-lover torture napoleon bonaparte,en,The Count of Monte Cristo,26.595983,23-01-2002,75395048,131,Released,The Count of Monte Cristo,7.3,453,Jim Caviezel Guy Pearce Richard Harris James Frain Dagmara Domi\u0144czyk,Kevin Reynolds
1194,40000000,Crime Drama Thriller,http://www.thelincolnlawyermovie.com/,50348,judge arrest jury private investigator,en,The Lincoln Lawyer,26.072228,17-03-2011,85412898,119,Released,The Lincoln Lawyer,7,902,Matthew McConaughey Marisa Tomei Ryan Phillippe William H. Macy Josh Lucas,Brad Furman
1195,30000000,Action Mystery Thriller,http://unknownmovie.warnerbros.com/,48138,taxi hotel coma taxi driver prince,en,Unknown,38.643914,16-02-2011,130786397,113,Released,Unknown,6.5,1265,Liam Neeson Diane Kruger January Jones Aidan Quinn Bruno Ganz,Jaume Collet-Serra
1196,40000000,Drama Mystery Thriller,http://wwws.warnerbros.de/theprestige/,1124,competition secret obsession magic dying and death,en,The Prestige,74.440708,19-10-2006,109676311,130,Released,The Prestige,8,4391,Hugh Jackman Christian Bale Michael Caine Scarlett Johansson Andy Serkis,Christopher Nolan
1197,42000000,Comedy,,227159,prison kidnapping sequel car chase sex addict,en,Horrible Bosses 2,82.185281,26-11-2014,107670357,108,Released,Horrible Bosses 2,6.1,1536,Jason Bateman Jason Sudeikis Charlie Day Jennifer Aniston Kevin Spacey,Sean Anders
1198,40000000,Animation Comedy Adventure Family Science Fiction,http://www.escapeearthmovie.com/,68179,spaceship alien rescue escape planet,en,Escape from Planet Earth,18.14218,14-02-2013,74597643,89,Released,Escape from Planet Earth,5.7,332,Brendan Fraser Rob Corddry Ricky Gervais Jessica Alba Sarah Jessica Parker,Callan Brunker
1199,40000000,Action Adventure Drama Thriller,,1579,loss of family solar eclipse slavery jaguar village,en,Apocalypto,41.570047,07-12-2006,120175290,139,Released,Apocalypto,7.3,1221,Rudy Youngblood Raoul Max Trujillo Gerardo Taracena Iazua Larios Antonio Monroy,Mel Gibson
1200,40000000,Action Adventure Thriller,http://www.mgm.com/view/movie/1132/The-Living-Daylights/,708,london england smuggling of arms prison england assassination,en,The Living Daylights,23.331459,29-06-1987,191185897,130,Released,The Living Daylights,6.2,440,Timothy Dalton Maryam d'Abo Jeroen Krabb\u00e9 Joe Don Baker John Rhys-Davies,John Glen
1201,40000000,Action Science Fiction Adventure Thriller,,34851,hunter predator yakuza hunting human beings alien life-form,en,Predators,47.649554,03-07-2010,126248813,107,Released,Predators,6,1206,Topher Grace Alice Braga Laurence Fishburne Adrien Brody Danny Trejo,Nimr\u00f3d Antal
1202,0,Comedy Crime Drama Romance Thriller,,9930,court case client lawyer courtroom,en,Legal Eagles,7.519433,18-06-1986,0,116,Released,Legal Eagles,5.8,51,Robert Redford Debra Winger Daryl Hannah Brian Dennehy Terence Stamp,Ivan Reitman
1203,40000000,Thriller Mystery,,1586,alcohol adultery detective mississippi jealousy,en,Secret Window,32.908414,12-03-2004,92913171,96,Released,Secret Window,6.4,972,Johnny Depp John Turturro Timothy Hutton Charles S. Dutton Len Cariou,David Koepp
1204,40000000,Romance Drama Mystery,http://wwws.warnerbros.de/thelakehouse/,2044,chicago writing architect future time,en,The Lake House,29.88736,16-06-2006,114830111,99,Released,The Lake House,6.5,670,Keanu Reeves Sandra Bullock Shohreh Aghdashloo Christopher Plummer Ebon Moss-Bachrach,Alejandro Agresti
1205,43000000,Drama Horror Mystery Thriller,,9913,nurse secret dream fight kidnapping,en,The Skeleton Key,29.105407,29-07-2005,91974818,104,Released,The Skeleton Key,6.4,573,Kate Hudson Gena Rowlands Peter Sarsgaard John Hurt Joy Bryant,Iain Softley
1206,0,Fantasy Drama Comedy Family,http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/,71864,green dodgeball incredibile timothy,en,The Odd Life of Timothy Green,16.394452,15-08-2012,51854875,105,Released,The Odd Life of Timothy Green,6.5,386,Jennifer Garner Joel Edgerton Ron Livingston Rosemarie DeWitt CJ Adams,Peter Hedges
1207,40000000,Comedy Romance,,10761,scotland love of one's life ladykiller one-night stand bridesmaid,en,Made of Honor,19.574774,02-05-2008,84601681,101,Released,Made of Honor,6,394,Patrick Dempsey Michelle Monaghan Kevin McKidd Chris Messina Richmond Arquette,Paul Weiland
1208,40000000,Music Drama,,209451,biography based on play,en,Jersey Boys,14.199933,05-06-2014,67347013,134,Released,Jersey Boys,6.8,255,Christopher Walken Vincent Piazza Freya Tingley James Madio Sean Whalen,Clint Eastwood
1209,40000000,Drama Crime Thriller,,11975,jurors proof court case leukemia lawyer,en,The Rainmaker,12.229516,18-11-1997,45916769,135,Released,The Rainmaker,6.7,235,Matt Damon Danny DeVito Jon Voight Claire Danes Mary Kay Place,Francis Ford Coppola
1210,40000000,Horror Thriller,http://gothikamovie.warnerbros.com/,4970,amnesia mental institution patient trust false accusations,en,Gothika,27.303608,21-11-2003,141591324,98,Released,Gothika,5.8,629,Halle Berry Robert Downey Jr. Charles S. Dutton Pen\u00e9lope Cruz John Carroll Lynch,Mathieu Kassovitz
1211,36000000,Drama History Mystery,,11831,cuba mutiny slavery sentence historical figure,en,Amistad,3.698276,03-12-1997,74000000,155,Released,Amistad,6.8,316,Morgan Freeman Nigel Hawthorne Anthony Hopkins Djimon Hounsou Matthew McConaughey,Steven Spielberg
1212,40000000,Adventure,,9096,medicine ant research amazon cancer,en,Medicine Man,7.021871,07-02-1992,0,106,Released,Medicine Man,5.8,114,Sean Connery Lorraine Bracco Jos\u00e9 Wilker Rodolfo De Alexandre Angelo Barra Moreira,John McTiernan
1213,40000000,Fantasy Action Science Fiction Thriller Horror,http://www.avp-r.com/,440,predator national guard hybrid alien morgue,en,Aliens vs Predator: Requiem,39.381913,25-12-2007,41797066,94,Released,Aliens vs Predator: Requiem,4.9,740,Steven Pasquale Reiko Aylesworth John Ortiz Ariel Gade Sam Trammell,Colin Strause
1214,40000000,Comedy Family,,11011,family life raft private plane toothbrush gluttony,en,Ri¢hie Ri¢h,14.398356,19-12-1994,0,95,Released,Ri¢hie Ri¢h,5.4,415,Macaulay Culkin John Larroquette Edward Herrmann Christine Ebersole Michael Maccarone,Donald Petrie
1215,65000000,Drama Romance,,10641,new love love of one's life unexpected happiness dying and death success,en,Autumn in New York,8.680334,11-08-2000,0,103,Released,Autumn in New York,5.7,135,Richard Gere Winona Ryder Anthony LaPaglia Elaine Stritch Vera Farmiga,Joan Chen
1216,40000000,Comedy Music Romance,,11172,pop star song romantic comedy song writing piano,en,Music and Lyrics,17.659032,09-02-2007,145896422,96,Released,Music and Lyrics,6.2,554,Drew Barrymore Hugh Grant Scott Porter Brad Garrett Haley Bennett,Marc Lawrence
1217,40000000,Adventure Comedy Science Fiction,http://paulthemovie.co.uk/,39513,san diego area 51 alien space craft hit with a chair shot in the knee,en,Paul,43.151268,14-02-2011,97552050,104,Released,Paul,6.5,1789,Seth Rogen Simon Pegg Nick Frost Jason Bateman Kristen Wiig,Greg Mottola
1218,40000000,Comedy,,82687,inventor road trip guilt mother son relationship woman director,en,The Guilt Trip,15.283444,19-12-2012,41863726,95,Released,The Guilt Trip,5.4,284,Seth Rogen Barbra Streisand Yvonne Strahovski Colin Hanks Adam Scott,Anne Fletcher
1219,40000000,Horror Mystery,http://www.scream-4.com/,41446,sheriff book knife horror rescue,en,Scream 4,35.21926,11-04-2011,97138686,111,Released,Scream 4,6.1,902,David Arquette Neve Campbell Courteney Cox Emma Roberts Hayden Panettiere,Wes Craven
1220,40000000,Thriller Crime Mystery,,8224,pornography porn actor loss of daughter child pornography private investigator,en,8MM,25.580272,26-02-1999,96618699,123,Released,8MM,6.1,474,Nicolas Cage Joaquin Phoenix James Gandolfini Chris Bauer Anthony Heald,Joel Schumacher
1221,38000000,Drama Music,,10537,hippie poetry sex rock and roll nudity,en,The Doors,10.794175,01-03-1991,34416893,140,Released,The Doors,6.7,275,Val Kilmer Meg Ryan Kyle MacLachlan Frank Whaley Kevin Dillon,Oliver Stone
1222,40000000,Comedy,,225886,marriage internet relationship family sex tape,en,Sex Tape,72.641296,17-07-2014,126069509,97,Released,Sex Tape,5.3,1695,Cameron Diaz Jason Segel Rob Corddry Ellie Kemper Rob Lowe,Jake Kasdan
1223,40000000,Comedy Drama,,10385,sister sister relationship cheating amnesia crisis line telephone,en,Hanging Up,3.415534,16-02-2000,36037909,94,Released,Hanging Up,5,40,Meg Ryan Diane Keaton Lisa Kudrow Walter Matthau Adam Arkin,Diane Keaton
1224,47000000,Horror Mystery,http://finaldestinationmovie.warnerbros.com/index.html,55779,premonition death by accident crash end is here duringcreditsstinger,en,Final Destination 5,38.555482,12-08-2011,157887643,92,Released,Final Destination 5,5.9,866,Emma Bell Nicholas D'Agosto Miles Fisher Ellen Wroe Jacqueline MacInnes Wood,Steven Quale
1225,0,Comedy Crime Romance,,10154,new york marriage proposal fbi mafia boss mafia,en,Mickey Blue Eyes,6.786117,16-08-1999,0,102,Released,Mickey Blue Eyes,5.3,140,Hugh Grant James Caan Jeanne Tripplehorn Burt Young James Fox,Kelly Makin
1226,40000000,Drama Romance,,10647,child's point of view candlelight vigil good deed exotic dancer schoolteacher,en,Pay It Forward,24.313684,12-10-2000,55707411,122,Released,Pay It Forward,7,432,Kevin Spacey Helen Hunt Haley Joel Osment Jay Mohr Jim Caviezel,Mimi Leder
1227,30000000,Comedy Drama Romance,,11431,baseball fanatic relationship problems sport teacher,en,Fever Pitch,9.965073,06-04-2005,50451307,103,Released,Fever Pitch,5.9,182,Drew Barrymore Jimmy Fallon Jason Spevack Jack Kehler Maureen Keiller,Bobby Farrelly
1228,40000000,Comedy,http://www.drillbittaylor.com/,8457,prison jealousy homeless person beach parents kids relationship,en,Drillbit Taylor,15.055732,20-03-2008,0,102,Released,Drillbit Taylor,5.5,275,Owen Wilson Leslie Mann Josh Peck David Dorfman Nate Hartley,Steven Brill
1229,0,Comedy Western,,188161,gunslinger farmer wild west laxative,en,A Million Ways to Die in the West,32.808675,22-05-2014,0,116,Released,A Million Ways to Die in the West,5.8,1468,Seth MacFarlane Charlize Theron Liam Neeson Amanda Seyfried Neil Patrick Harris,Seth MacFarlane
1230,25000000,Adventure Fantasy Action Thriller Science Fiction,,8850,new york atomic bomb ladykiller hypnosis superhero,en,The Shadow,8.178203,01-07-1994,48063435,108,Released,The Shadow,5.4,138,Alec Baldwin John Lone Penelope Ann Miller Peter Boyle Ian McKellen,Russell Mulcahy
1231,40000000,Drama,http://extremelyloudandincrediblyclose.warnerbros.com/,64685,based on novel autism key scavenger hunt death of father,en,Extremely Loud & Incredibly Close,31.066874,24-12-2011,55247881,129,Released,Extremely Loud & Incredibly Close,6.9,708,Thomas Horn Tom Hanks Sandra Bullock Max von Sydow John Goodman,Stephen Daldry
1232,40000000,Comedy Drama Romance,http://www.morningglorymovie.com/,38357,work ethic tv morning show tv reporter,en,Morning Glory,22.491388,12-01-2010,58785180,102,Released,Morning Glory,6.1,412,Rachel McAdams Harrison Ford Patrick Wilson Jeff Goldblum Diane Keaton,Roger Michell
1233,40000000,Drama,,10060,loss of mother attempted murder career musical rapper,en,Get Rich or Die Tryin',12.885985,09-11-2005,46442528,117,Released,Get Rich or Die Tryin',6.3,186,50 Cent Joy Bryant Adewale Akinnuoye-Agbaje Omar Benson Miller Terrence Howard,Jim Sheridan
1234,40000000,Crime Action Adventure,,11398,china chinese woman secret agent conspiracy of murder united nations,en,The Art of War,7.832337,23-08-2000,30199105,117,Released,The Art of War,5.6,135,Wesley Snipes Donald Sutherland Maury Chaykin Anne Archer Michael Biehn,Christian Duguay
1235,40000000,Drama Romance,http://www.sonypictures.com/movies/rent/,1833,gay sex aids musical hiv,en,Rent,10.433667,23-11-2005,31670620,135,Released,Rent,6.7,155,Anthony Rapp Adam Pascal Rosario Dawson Jesse L. Martin Wilson Jermaine Heredia,Chris Columbus
1236,40000000,Drama Horror Thriller Crime,,10391,sister sister relationship autism mephisto satanism ersatz,en,Bless the Child,3.321949,11-08-2000,0,107,Released,Bless the Child,4.9,71,Kim Basinger Angela Bettis Holliston Coleman Rufus Sewell Christina Ricci,Chuck Russell
